description,brand,calories,protein,fat,carbohydrates,fiber,sugar,sodium
"Cabbage, cooked, boiled, drained, without salt",,23.0,1.27,0.06,5.51,1.9,,8.0
"Cabbage, red, cooked, boiled, drained, with salt",,122.0,1.51,0.09,6.94,2.6,,244.0
"Cabbage, savoy, cooked, boiled, drained, with salt",,24.0,1.8,0.09,5.41,2.8,,260.0
"Cardoon, cooked, boiled, drained, without salt",,22.0,0.76,0.11,5.33,1.7,,176.0
"Carrots, cooked, boiled, drained, without salt",,35.0,0.76,0.18,8.22,3.0,,58.0
"Carrots, frozen, cooked, boiled, drained, with salt",,155.0,0.58,0.68,7.73,3.3,,295.0
"Cauliflower, cooked, boiled, drained, without salt",,96.0,1.84,0.45,4.11,2.3,,15.0
"Cauliflower, frozen, cooked, boiled, drained, with salt",,71.0,1.61,0.22,3.16,2.7,,254.0
"Celeriac, cooked, boiled, drained, without salt",,27.0,0.96,0.19,5.9,1.2,,61.0
"Celery, cooked, boiled, drained, without salt",,74.0,0.83,0.16,4.0,1.6,,91.0
"Chard, swiss, cooked, boiled, drained, with salt",,20.0,1.88,0.08,4.13,2.1,,415.0
"Chayote, fruit, cooked, boiled, drained, with salt",,90.0,0.62,0.48,4.5,2.8,,237.0
"Chrysanthemum, garland, cooked, boiled, drained, with salt",,84.0,1.64,0.09,4.31,2.3,,289.0
"Collards, cooked, boiled, drained, without salt",,33.0,2.71,0.72,5.65,4.0,,15.0
"Cress, garden, cooked, boiled, drained, with salt",,96.0,1.9,0.6,3.8,0.7,,244.0
"Dandelion greens, cooked, boiled, drained, with salt",,33.0,2.0,0.6,6.4,2.9,,280.0
"Dock, cooked, boiled, drained, without salt",,20.0,1.83,0.64,2.93,2.6,,3.0
"Drumstick leaves, cooked, boiled, drained, with salt",,60.0,5.27,0.93,11.2,2.0,,245.0
"Drumstick pods, cooked, boiled, drained, with salt",,36.0,2.09,0.19,8.18,4.2,,279.0
"Eggplant, cooked, boiled, drained, without salt",,147.0,0.83,0.23,8.73,2.5,,1.0
"Escarole, cooked, boiled, drained, no salt added",,64.0,1.15,0.18,3.07,2.8,,19.0
"Jute, potherb, cooked, boiled, drained, with salt",,153.0,3.68,0.2,7.29,2.0,,247.0
"Kale, cooked, boiled, drained, without salt",,151.0,2.94,1.21,5.3,4.0,,16.0
"Kale, frozen, cooked, boiled, drained, with salt",,151.0,2.94,1.21,5.3,2.3,,252.0
"Kohlrabi, cooked, boiled, drained, without salt",,121.0,1.8,0.11,6.69,1.1,,21.0
"Lambsquarters, cooked, boiled, drained, without salt",,134.0,3.2,0.7,5.0,2.1,,29.0
"Lentils, mature seeds, cooked, boiled, with salt",,477.0,9.02,0.38,19.5,7.9,,238.0
"Lotus root, cooked, boiled, drained, with salt",,278.0,1.58,0.07,16.0,3.1,,281.0
"Lupins, mature seeds, cooked, boiled, with salt",,487.0,15.6,2.92,9.29,2.8,,240.0
"Mothbeans, mature seeds, cooked, boiled, with salt",,117.0,7.81,0.55,21.0,,,246.0
"Mushrooms, white, cooked, boiled, drained, with salt",,117.0,2.17,0.47,5.29,2.2,,238.0
"Mustard greens, cooked, boiled, drained, with salt",,110.0,2.56,0.47,4.51,2.0,,252.0
"Okra, cooked, boiled, drained, without salt",,94.0,1.87,0.21,4.51,2.5,,6.0
"Okra, frozen, cooked, boiled, drained, with salt",,29.0,1.63,0.24,6.41,2.1,,239.0
"Onions, cooked, boiled, drained, without salt",,184.0,1.36,0.19,10.2,1.4,,3.0
"Parsnips, cooked, boiled, drained, without salt",,71.0,1.32,0.3,17.0,3.6,,10.0
"Peanuts, all types, cooked, boiled, with salt",,1330.0,13.5,22.0,21.3,8.8,,751.0
"Peas, green, cooked, boiled, drained, with salt",,84.0,5.36,0.22,15.6,5.5,,239.0
"Potatoes, boiled, cooked in skin, flesh, with salt",,364.0,1.87,0.1,20.1,2.0,,240.0
"Potatoes, boiled, cooked in skin, skin, with salt",,78.0,2.86,0.1,17.2,3.3,,250.0
"Prairie Turnips, boiled (Northern Plains Indians)",,541.0,1.64,0.32,30.0,7.2,,4.0
"Pumpkin leaves, cooked, boiled, drained, with salt",,21.0,2.72,0.22,3.39,2.7,,244.0
"Pumpkin, cooked, boiled, drained, without salt",,83.0,0.72,0.07,4.9,1.1,,1.0
"Pumpkin, flowers, cooked, boiled, drained, with salt",,61.0,1.09,0.08,3.18,0.9,,242.0
"Purslane, cooked, boiled, drained, without salt",,18.0,1.49,0.19,3.55,,,44.0
"Radishes, oriental, cooked, boiled, drained, with salt",,71.0,0.67,0.24,3.43,1.6,,249.0
"Rutabagas, cooked, boiled, drained, without salt",,127.0,0.93,0.18,6.84,1.8,,5.0
"Salsify, cooked, boiled, drained, without salt",,284.0,2.73,0.17,15.4,3.1,,16.0
"Soybeans, green, cooked, boiled, drained, with salt",,592.0,12.4,6.4,11.0,4.2,,250.0
"Soybeans, mature cooked, boiled, without salt",,721.0,18.2,8.97,8.36,6.0,,1.0
"Soybeans, mature seeds, cooked, boiled, with salt",,172.0,18.2,8.97,8.36,6.0,,237.0
"Spinach, cooked, boiled, drained, without salt",,23.0,2.97,0.26,3.75,2.4,,70.0
"Steelhead trout, boiled, canned (Alaska Native)",,664.0,21.1,8.26,0.0,0.0,,118.0
"Sweet potato, cooked, boiled, without skin",,320.0,1.37,0.14,17.7,2.5,,27.0
"Turnip greens, cooked, boiled, drained, with salt",,85.0,1.14,0.23,4.36,3.5,,265.0
"Turnips, cooked, boiled, drained, without salt",,92.0,0.71,0.08,5.06,2.0,,16.0
"Turnips, frozen, cooked, boiled, drained, with salt",,86.0,1.53,0.24,3.73,2.0,,272.0
"Water convolvulus, cooked, boiled, drained, with salt",,85.0,2.08,0.24,3.7,1.9,,358.0
"Yam, cooked, boiled, drained, or baked, with salt",,477.0,1.49,0.14,27.0,3.9,,244.0
"Yambean (jicama), cooked, boiled, drained, with salt",,36.0,0.72,0.09,8.23,,,242.0
"Yardlong bean, cooked, boiled, drained, with salt",,196.0,2.53,0.1,9.17,,,240.0
"Egg, Benedict",,288.0,13.81,22.1,8.48,0.6,,468.0
"Egg, creamed",,148.0,7.79,10.35,5.52,0.1,,363.0
"Egg, deviled",,198.0,11.52,15.9,1.07,0.0,,430.0
"Bagels, egg",,278.0,10.6,2.1,53.0,2.3,,505.0
"Bread, egg",,287.0,9.5,6.0,47.8,2.3,,380.0
"Congee, with egg",,60.0,3.12,2.06,6.91,0.1,,213.0
Egg burrito,,249.0,10.91,13.71,20.06,1.4,,470.0
"Quesadilla, egg",,249.0,10.91,13.71,20.06,1.4,,470.0
"Taquito, egg",,281.0,9.9,13.56,29.25,2.0,,555.0
"Egg omelet or scrambled egg, made with butter",,182.0,11.61,14.64,0.9,0.0,,263.0
"Egg omelet or scrambled egg, made with margarine",,171.0,11.57,13.52,0.95,0.0,,274.0
"Egg omelet or scrambled egg, made with oil",,192.0,11.56,15.81,0.9,0.0,,228.0
"Egg omelet or scrambled egg, no added fat",,143.0,12.36,9.93,0.96,0.0,,244.0
"Egg omelet or scrambled egg, NS as to fat",,185.0,11.58,15.0,0.91,0.0,,248.0
"Amaranth leaves, cooked, boiled, drained, without salt",,21.0,2.11,0.18,4.11,,,21.0
"Artichokes, (globe or french), cooked, boiled, drained, with salt",,51.0,2.89,0.34,11.4,5.7,,296.0
"Asparagus, frozen, cooked, boiled, drained, without salt",,18.0,2.95,0.42,1.92,1.6,,3.0
"Bamboo shoots, cooked, boiled, drained, without salt",,12.0,1.53,0.22,1.92,1.0,,4.0
"Beans, adzuki, mature seed, cooked, boiled, with salt",,128.0,7.52,0.1,24.8,7.3,,244.0
"Beans, black, mature seeds, cooked, boiled, with salt",,132.0,8.86,0.54,23.7,8.7,,237.0
"Beans, french, mature seeds, cooked, boiled, with salt",,129.0,7.05,0.76,24.0,9.4,,242.0
"Beans, navy, mature seeds, cooked, boiled, with salt",,585.0,8.23,0.62,26.0,10.5,,237.0
"Beans, pink, mature seeds, cooked, boiled, with salt",,149.0,9.06,0.49,27.9,5.3,,238.0
"Beans, pinto, mature seeds, cooked, boiled, with salt",,600.0,9.01,0.65,26.2,9.0,,238.0
"Beans, snap, green, cooked, boiled, drained, with salt",,35.0,1.89,0.28,7.88,3.2,,239.0
"Beans, snap, yellow, cooked, boiled, drained, with salt",,35.0,1.89,0.28,7.88,3.3,,239.0
"Beans, white, mature seeds, cooked, boiled, with salt",,581.0,9.73,0.35,25.1,6.3,,242.0
"Beans, yellow, mature seeds, cooked, boiled, with salt",,144.0,9.16,1.08,25.3,10.4,,241.0
"Beef, New Zealand, imported, sweetbread, cooked, boiled",,318.0,12.5,29.8,0.0,0.0,,52.0
"Beet greens, cooked, boiled, drained, without salt",,115.0,2.57,0.2,5.46,2.9,,241.0
"Broadbeans, immature seeds, cooked, boiled, drained, with salt",,62.0,4.8,0.5,10.1,,,277.0
"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",,28.0,3.1,0.12,5.35,3.0,,260.0
"Broccoli, frozen, spears, cooked, boiled, drained, with salt",,28.0,3.1,0.11,5.35,3.0,,260.0
"Brussels sprouts, cooked, boiled, drained, without salt",,36.0,2.55,0.5,7.1,2.6,,21.0
"Brussels sprouts, frozen, cooked, boiled, drained, with salt",,176.0,3.64,0.39,8.32,4.1,,259.0
"Burdock root, cooked, boiled, drained, without salt",,369.0,2.09,0.14,21.2,1.8,,4.0
"Cabbage, red, cooked, boiled, drained, without salt",,29.0,1.51,0.09,6.94,2.6,,28.0
"Cabbage, savoy, cooked, boiled, drained, without salt",,24.0,1.8,0.09,5.41,2.8,,24.0
"Carrots, frozen, cooked, boiled, drained, without salt",,155.0,0.58,0.68,7.73,3.3,,59.0
"Cauliflower, frozen, cooked, boiled, drained, without salt",,80.0,1.61,0.22,3.75,2.7,,18.0
"Chard, swiss, cooked, boiled, drained, without salt",,84.0,1.88,0.08,4.13,2.1,,179.0
"Chayote, fruit, cooked, boiled, drained, without salt",,24.0,0.62,0.48,5.09,2.8,,1.0
"Chrysanthemum, garland, cooked, boiled, drained, without salt",,84.0,1.64,0.09,4.31,2.3,,53.0
"Collards, frozen, chopped, cooked, boiled, drained, with salt",,151.0,2.97,0.41,7.1,2.8,,286.0
"Corn, sweet, white, cooked, boiled, drained, with salt",,97.0,3.34,1.41,21.7,2.7,,253.0
"Corn, sweet, yellow, cooked, boiled, drained, with salt",,96.0,3.41,1.5,21.0,2.4,,253.0
"Cowpeas, catjang, mature seeds, cooked, boiled, with salt",,117.0,8.13,0.71,20.3,3.6,,255.0
"Cowpeas, leafy tips, cooked, boiled, drained, with salt",,22.0,4.67,0.1,2.8,,,242.0
"Cress, garden, cooked, boiled, drained, without salt",,96.0,1.9,0.6,3.8,0.7,,8.0
"Dandelion greens, cooked, boiled, drained, without salt",,138.0,2.0,0.6,6.4,2.9,,44.0
"Drumstick leaves, cooked, boiled, drained, without salt",,251.0,5.27,0.93,11.2,2.0,,9.0
"Drumstick pods, cooked, boiled, drained, without salt",,36.0,2.09,0.19,8.18,4.2,,43.0
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",,54.0,0.66,0.34,13.8,2.9,,257.0
"Hyacinth beans, mature seeds, cooked, boiled, with salt",,117.0,8.14,0.58,20.7,,,243.0
"Jute, potherb, cooked, boiled, drained, without salt",,153.0,3.68,0.2,7.29,2.0,,11.0
"Kale, frozen, cooked, boiled, drained, without salt",,151.0,2.94,1.21,5.3,2.3,,16.0
"Kale, frozen, cooked, boiled, drained, without salt",,151.0,2.94,1.21,5.3,,,16.0
"Lentils, mature seeds, cooked, boiled, without salt",,116.0,9.02,0.38,20.1,7.9,,2.0
"Lotus root, cooked, boiled, drained, without salt",,278.0,1.58,0.07,16.0,3.1,,45.0
"Lupins, mature seeds, cooked, boiled, without salt",,497.0,15.6,2.92,9.88,2.8,,4.0
"Mothbeans, mature seeds, cooked, boiled, without salt",,117.0,7.81,0.55,21.0,,,10.0
"Mung beans, mature seeds, cooked, boiled, with salt",,441.0,7.02,0.38,19.2,7.6,,238.0
"Mungo beans, mature seeds, cooked, boiled, with salt",,105.0,7.54,0.55,18.3,6.4,,243.0
"Mushrooms, white, cooked, boiled, drained, without salt",,117.0,2.17,0.47,5.29,2.2,,2.0
"Mustard greens, cooked, boiled, drained, without salt",,110.0,2.56,0.47,4.51,2.0,,9.0
"Mustard greens, frozen, cooked, boiled, drained, with salt",,78.0,2.27,0.25,3.11,2.8,,261.0
"Mustard spinach, (tendergreen), cooked, boiled, drained, with salt",,66.0,1.7,0.2,2.8,2.0,,250.0
"New zealand spinach, cooked, boiled, drained, with salt",,12.0,1.3,0.17,2.13,1.4,,343.0
"Okra, frozen, cooked, boiled, drained, without salt",,121.0,1.63,0.24,6.41,2.1,,3.0
"Onions, frozen, chopped, cooked, boiled, drained, with salt",,26.0,0.77,0.1,6.0,1.7,,248.0
"Onions, frozen, whole, cooked, boiled, drained, with salt",,108.0,0.71,0.05,6.11,1.4,,244.0
"Peas and carrots, frozen, cooked, boiled, drained, with salt",,201.0,3.09,0.42,10.1,3.1,,304.0
"Peas and onions, frozen, cooked, boiled, drained, with salt",,45.0,2.54,0.2,8.63,2.2,,273.0
"Peas, edible-podded, boiled, drained, without salt",,42.0,3.27,0.23,7.05,2.8,,4.0
"Peas, edible-podded, cooked, boiled, drained, with salt",,166.0,3.27,0.23,6.46,2.8,,240.0
"Peas, green, cooked, boiled, drained, without salt",,352.0,5.36,0.22,15.6,5.5,,3.0
"Peas, green, frozen, cooked, boiled, drained, with salt",,326.0,5.15,0.27,14.3,4.5,,323.0
"Peas, split, mature seeds, cooked, boiled, with salt",,484.0,8.34,0.39,20.5,8.3,,238.0
"Peppers, sweet, green, cooked, boiled, drained, with salt",,108.0,0.92,0.2,6.11,1.2,,238.0
"Peppers, sweet, red, cooked, boiled, drained, with salt",,26.0,0.92,0.2,6.11,1.2,,238.0
"Pigeonpeas, immature seeds, cooked, boiled, drained, with salt",,111.0,5.96,1.36,19.5,4.2,,240.0
"Pokeberry shoots, (poke), cooked, boiled, drained, with salt",,20.0,2.3,0.4,3.1,1.5,,254.0
"Potatoes, boiled, cooked in skin, flesh, without salt",,364.0,1.87,0.1,20.1,1.8,,4.0
"Potatoes, boiled, cooked in skin, skin, without salt",,78.0,2.86,0.1,17.2,3.3,,14.0
"Potatoes, boiled, cooked without skin, flesh, with salt",,86.0,1.71,0.1,20.0,2.0,,241.0
"Potatoes, frozen, whole, cooked, boiled, drained, with salt",,262.0,1.98,0.13,13.9,1.4,,256.0
"Pumpkin flowers, cooked, boiled, drained, without salt",,15.0,1.09,0.08,3.3,0.9,,6.0
"Pumpkin leaves, cooked, boiled, drained, without salt",,88.0,2.72,0.22,3.39,2.7,,8.0
"Radishes, oriental, cooked, boiled, drained, without salt",,71.0,0.67,0.24,3.43,1.6,,13.0
"Soybeans, green, cooked, boiled, drained, without salt",,141.0,12.4,6.4,11.0,4.2,,14.0
"Squash, summer, scallop, cooked, boiled, drained, with salt",,16.0,1.03,0.17,3.3,1.9,,237.0
"Squash, winter, acorn, cooked, boiled, mashed, with salt",,34.0,0.67,0.08,8.79,2.6,,239.0
"Squash, winter, butternut, frozen, cooked, boiled, with salt",,39.0,1.23,0.07,10.0,,,238.0
"Squash, winter, hubbard, cooked, boiled, mashed, with salt",,30.0,1.48,0.37,6.46,2.9,,241.0
"Succotash, (corn and limas), cooked, boiled, drained, with salt",,464.0,5.07,0.8,24.4,,,253.0
"Sweet potato, cooked, boiled, without skin, with salt",,320.0,1.37,0.14,17.7,2.5,,263.0
"Turnip greens, cooked, boiled, drained, without salt",,84.0,1.14,0.23,4.36,3.5,,29.0
"Turnip greens, frozen, cooked, boiled, drained, with salt",,123.0,3.35,0.42,4.98,3.4,,251.0
"Turnips, frozen, cooked, boiled, drained, without salt",,23.0,1.53,0.24,4.35,2.0,,36.0
"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",,252.0,2.86,0.15,13.1,4.4,,271.0
"Water convolvulus, cooked, boiled, drained, without salt",,85.0,2.08,0.24,3.7,1.9,,122.0
"Winged beans, mature seeds, cooked, boiled, with salt",,147.0,10.6,5.84,14.9,,,249.0
"Yam, cooked, boiled, drained, or baked, without salt",,116.0,1.49,0.14,27.5,3.9,,8.0
"Yambean (jicama), cooked, boiled, drained, without salt",,38.0,0.72,0.09,8.82,,,4.0
"Yardlong bean, cooked, boiled, drained, without salt",,47.0,2.53,0.1,9.18,,,4.0
"Yardlong beans, mature seeds, cooked, boiled, with salt",,118.0,8.29,0.45,21.1,3.8,,241.0
"Sushi, topped with egg",,119.0,7.32,5.23,10.25,0.4,,338.0
"Egg omelet or scrambled egg, made with cooking spray",,149.0,12.24,10.61,1.15,0.0,,243.0
"Egg omelet or scrambled egg, NS as to fat type",,185.0,11.58,15.0,0.91,0.0,,248.0
"Egg omelet or scrambled egg, with cheese, made with butter",,203.0,12.69,16.34,1.41,0.0,,354.0
"Egg omelet or scrambled egg, with cheese, made with margarine",,194.0,12.65,15.35,1.45,0.0,,364.0
"Egg omelet or scrambled egg, with cheese, made with oil",,212.0,12.64,17.36,1.4,0.0,,324.0
"Egg omelet or scrambled egg, with cheese, no added fat",,171.0,13.41,12.34,1.49,0.0,,344.0
"Egg omelet or scrambled egg, with meat, made with butter",,190.0,12.74,15.04,0.99,0.0,,366.0
"Egg omelet or scrambled egg, with meat, made with margarine",,181.0,12.7,14.06,1.03,0.0,,375.0
"Egg omelet or scrambled egg, with meat, made with oil",,199.0,12.69,16.06,0.98,0.0,,336.0
"Egg omelet or scrambled egg, with meat, no added fat",,157.0,13.46,10.96,1.04,0.0,,356.0
"Egg omelet or scrambled egg, with meat, NS as to fat",,193.0,12.71,15.35,0.99,0.0,,353.0
"Egg omelet or scrambled egg, with tomatoes, fat added",,165.0,10.29,13.19,1.47,0.2,,218.0
"Egg omelet or scrambled egg, with tomatoes, no added fat",,127.0,10.9,8.67,1.55,0.2,,213.0
"Egg omelet or scrambled egg, with tomatoes, NS as to fat",,165.0,10.29,13.19,1.47,0.2,,218.0
"Egg roll, meatless",,270.0,5.62,14.14,30.02,2.3,,463.0
HARD - BOILED EGGS,"Country Creek Farms, LLC",159.0,13.6,9.09,2.27,,,125.0
HARD BOILED EGGS,"Snap Kitchen Investments, LLC",155.0,12.6,10.7,0.97,0.0,,121.0
HARD BOILED EGGS,"Hy-Vee, Inc.",159.0,13.6,10.2,0.0,0.0,,125.0
HARD BOILED EGGS,Bob Evans Farms Inc,156.0,12.2,11.1,1.11,0.0,,122.0
HARD- BOILED EGGS,"Country Creek Farms, LLC",136.0,13.6,18.2,0.0,0.0,,136.0
HARD-BOILED EGGS,Target Stores,159.0,12.5,10.2,1.14,0.0,,125.0
HARD-BOILED EGGS,"ST Partners, LLC",136.0,13.6,9.09,0.0,,,136.0
HARD-BOILED EGGS,"ST Partners, LLC",136.0,13.6,9.09,0.0,,,136.0
HARD-BOILED EGGS,"ST Partners, LLC",136.0,13.6,9.09,0.0,,,136.0
HARD-BOILED EGGS,"Prime Foods, Inc.",159.0,13.6,10.2,0.0,0.0,,125.0
HARD-BOILED EGGS,(S.M.G.) Shoals Music Group,159.0,13.6,9.09,0.0,0.0,,136.0
"Potato, boiled, from fresh,  peel eaten, no added fat",,93.0,2.49,0.13,21.07,2.2,,164.0
"Potato, boiled, from fresh, peel eaten, made with butter",,123.0,2.41,4.02,20.07,2.1,,181.0
"Potato, boiled, from fresh, peel eaten, made with margarine",,116.0,2.38,3.21,20.1,2.1,,189.0
"Potato, boiled, from fresh, peel eaten, made with oil",,131.0,2.37,4.87,20.07,2.1,,156.0
"Potato, boiled, from fresh, peel eaten, NS as to fat",,126.0,2.39,4.28,20.08,2.1,,170.0
"Potato, boiled, from fresh, peel not eaten, made with butter",,123.0,1.9,3.99,20.45,1.4,,176.0
"Potato, boiled, from fresh, peel not eaten, made with margarine",,116.0,1.87,3.18,20.48,1.4,,185.0
"Potato, boiled, from fresh, peel not eaten, made with oil",,131.0,1.86,4.84,20.45,1.4,,152.0
"Potato, boiled, from fresh, peel not eaten, no added fat",,93.0,1.95,0.1,21.46,1.5,,159.0
"Potato, boiled, from fresh, peel not eaten, NS as to fat",,126.0,1.87,4.25,20.45,1.4,,166.0
"Duck egg, cooked",,224.0,11.96,18.55,1.36,0.0,,264.0
"Egg, whole, pickled",,154.0,12.49,10.54,1.11,0.0,,392.0
"Egg, whole, raw",,143.0,12.4,9.96,0.96,0.0,,129.0
"Goose egg, cooked",,224.0,12.94,18.09,1.27,0.0,,256.0
"Quail egg, canned",,158.0,13.01,11.06,0.41,0.0,,256.0
"Egg omelet or scrambled egg, from fast food / restaurant",,192.0,11.56,15.81,0.9,0.0,,228.0
"Egg omelet or scrambled egg, with cheese and meat, made with butter",,207.0,13.3,16.45,1.42,0.0,,411.0
"Egg omelet or scrambled egg, with cheese and meat, made with margarine",,198.0,13.27,15.54,1.46,0.0,,420.0
"Egg omelet or scrambled egg, with cheese and meat, made with oil",,215.0,13.26,17.39,1.42,0.0,,383.0
"Egg omelet or scrambled egg, with cheese and meat, no added fat",,177.0,14.0,12.78,1.5,0.0,,404.0
"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",,209.0,13.27,16.74,1.43,0.0,,399.0
"Egg omelet or scrambled egg, with cheese and tomatoes, fat added",,186.0,11.39,14.86,1.86,0.2,,305.0
"Egg omelet or scrambled egg, with cheese and tomatoes, no added fat",,154.0,11.99,10.94,1.95,0.2,,305.0
"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat",,186.0,11.39,14.86,1.86,0.2,,305.0
"Egg omelet or scrambled egg, with cheese, made with cooking spray",,176.0,13.29,12.91,1.65,0.0,,341.0
"Egg omelet or scrambled egg, with meat and tomatoes, fat added",,172.0,11.09,13.54,1.48,0.2,,285.0
"Egg omelet or scrambled egg, with meat and tomatoes, no added fat",,137.0,11.69,9.4,1.55,0.2,,284.0
"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat",,172.0,11.09,13.54,1.48,0.2,,285.0
"Egg omelet or scrambled egg, with meat, made with cooking spray",,162.0,13.35,11.54,1.21,0.0,,353.0
"Egg omelet or scrambled egg, with meat, NS as to fat type",,193.0,12.71,15.35,0.99,0.0,,353.0
"Egg omelet or scrambled egg, with potatoes and/or onions, fat added",,172.0,10.41,13.18,2.97,0.3,,218.0
"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat",,134.0,11.03,8.65,3.14,0.3,,214.0
"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat",,172.0,10.41,13.18,2.97,0.3,,218.0
"Artichokes, (globe or french), cooked, boiled, drained, without salt",,53.0,2.89,0.34,12.0,5.7,,60.0
"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",,188.0,3.11,0.5,9.18,4.6,,289.0
"Beans, adzuki, mature seeds, cooked, boiled, without salt",,128.0,7.52,0.1,24.8,7.3,,8.0
"Beans, black turtle, mature seeds, cooked, boiled, with salt",,130.0,8.18,0.35,24.4,8.3,,239.0
"Beans, black, mature seeds, cooked, boiled, without salt",,132.0,8.86,0.54,23.7,8.7,,1.0
"Beans, cranberry (roman), mature seeds, cooked, boiled, with salt",,136.0,9.34,0.46,24.5,8.6,,237.0
"Beans, french, mature seeds, cooked, boiled, without salt",,129.0,7.05,0.76,24.0,9.4,,6.0
"Beans, great northern, mature seeds, cooked, boiled, with salt",,118.0,8.33,0.45,21.1,7.0,,238.0
"Beans, kidney, red, mature seeds, cooked, boiled, with salt",,532.0,8.67,0.5,22.8,7.4,,238.0
"Beans, navy, mature seeds, cooked, boiled, without salt",,140.0,8.23,0.62,26.0,10.5,,0.0
"Beans, pink, mature seeds, cooked, boiled, without salt",,149.0,9.06,0.49,27.9,5.3,,2.0
"Beans, pinto, mature seeds, cooked, boiled, without salt",,600.0,9.01,0.65,26.2,9.0,,1.0
"Beans, small white, mature seeds, cooked, boiled, with salt",,142.0,8.97,0.64,25.8,10.4,,238.0
"Beans, snap, green, cooked, boiled, drained, without salt",,35.0,1.89,0.28,7.88,3.2,,1.0
"Beans, snap, green, frozen, cooked, boiled, drained, with salt",,28.0,1.49,0.17,6.45,3.0,,245.0
"Beans, snap, yellow, cooked, boiled, drained, without salt",,147.0,1.89,0.28,7.88,3.3,,3.0
"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt",,28.0,1.49,0.17,6.45,3.0,,245.0
"Beans, white, mature seeds, cooked, boiled, without salt",,139.0,9.73,0.35,25.1,6.3,,6.0
"Beans, yellow, mature seeds, cooked, boiled, without salt",,144.0,9.16,1.08,25.3,10.4,,5.0
"Beef, New Zealand, imported, manufacturing beef, cooked, boiled",,528.0,24.2,3.26,0.0,0.0,,32.0
"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",,110.0,7.6,0.4,19.6,5.4,,241.0
"Broadbeans, immature seeds, cooked, boiled, drained, without salt",,62.0,4.8,0.5,10.1,3.6,,41.0
"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",,28.0,3.1,0.12,5.35,3.0,,11.0
"Broccoli, frozen, spears, cooked, boiled, drained, without salt",,116.0,3.1,0.11,5.36,3.0,,24.0
"Brussels sprouts, frozen, cooked, boiled, drained, without salt",,175.0,3.64,0.39,8.32,4.1,,15.0
"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",,48.0,1.56,0.16,1.78,1.0,,270.0
"Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt",,14.0,1.5,0.17,2.41,1.7,,245.0
"Collards, frozen, chopped, cooked, boiled, drained, without salt",,151.0,2.97,0.41,7.1,2.8,,50.0
"Corn, sweet, white, cooked, boiled, drained, without salt",,408.0,3.34,1.41,21.7,2.7,,3.0
"Corn, sweet, yellow, cooked, boiled, drained, without salt",,401.0,3.41,1.5,21.0,2.4,,1.0
"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",,94.0,3.17,0.38,19.7,5.0,,240.0
"Cowpeas, catjang, mature seeds, cooked, boiled, without salt",,117.0,8.13,0.71,20.3,3.6,,19.0
"Cowpeas, leafy tips, cooked, boiled, drained, without salt",,22.0,4.67,0.1,2.8,,,6.0
"Cowpeas, young pods with seeds, cooked, boiled, drained, with salt",,34.0,2.6,0.3,7.0,,,239.0
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",,56.0,0.66,0.34,14.3,2.9,,21.0
"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",,13.0,0.6,0.02,3.1,1.2,,238.0
"Hyacinth beans, mature seeds, cooked, boiled, without salt",,117.0,8.14,0.58,20.7,,,7.0
"Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt",,209.0,2.95,0.27,9.2,,,238.0
"Lima beans, immature seeds, cooked, boiled, drained, with salt",,123.0,6.81,0.32,23.6,5.3,,253.0
"Lima beans, large, mature seeds, cooked, boiled, with salt",,115.0,7.8,0.38,20.9,7.0,,238.0
"Mung beans, mature seeds, cooked, boiled, without salt",,105.0,7.02,0.38,19.2,7.6,,2.0
"Mungo beans, mature seeds, cooked, boiled, without salt",,105.0,7.54,0.55,18.3,6.4,,7.0
"Mustard greens, frozen, cooked, boiled, drained, without salt",,19.0,2.27,0.25,3.11,2.8,,25.0
"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",,16.0,1.7,0.2,2.8,2.0,,14.0
"New Zealand spinach, cooked, boiled, drained, without salt",,51.0,1.3,0.17,2.13,1.4,,107.0
